attempt_id,session_id,unit_id,phase,task,llm_mode,selected_option,shown_at_epoch_ms,answered_at_epoch_ms,active_ms,hidden_ms,idle_ms,hidden_count,blur_count,had_background,is_valid,invalid_reason,created_at
4b1c106c-da4d-44ed-a592-a1eb63ffa747,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0002_sentence05,normal,manual,,APPLICATION,1774335090125,1774335094702,4510,0,0,0,0,0,1,,2026-03-24T06:51:34.946Z
6d62a42a-a419-49f7-a666-b4d2c8f823a7,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0003_sentence01,normal,manual,,RESPONSIBILITY,1774335116240,1774335122476,6012,0,0,0,0,0,1,,2026-03-24T06:52:02.552Z
eb09e0cf-f1b5-4bc6-8ca8-92337e68d385,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0003_sentence02,normal,manual,,EVALUATION,1774335123060,1774335133475,9518,0,501,0,0,0,1,,2026-03-24T06:52:13.554Z
aa7a3911-5385-4665-b89d-b7e3aef4ca55,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0003_sentence03,normal,manual,,EXPLANATION,1774335134037,1774335135738,1503,0,0,0,0,0,1,,2026-03-24T06:52:15.900Z
3172764d-a574-4f54-98f0-09cdb4be1ad7,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0003_sentence04,normal,manual,,RESPONSIBILITY,1774335136333,1774335139432,3004,0,0,0,0,0,1,,2026-03-24T06:52:19.500Z
5daad138-64c2-4961-9175-cb9626e5127b,1013ec61-a406-4db5-8467-015dbc5b06d4,essay0003_sentence05,normal,manual,,RESPONSIBILITY,1774335139816,1774335143310,3007,0,0,0,0,0,1,,2026-03-24T06:52:23.363Z
18e245fa-c087-4c95-8aa2-64610d62e752,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence01,normal,manual,,EXPLANATION,1774336312602,1774336317149,4507,0,0,0,0,0,1,,2026-03-24T07:11:57.323Z
35c2c617-2bfa-4344-a204-65c84431aec4,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence02,normal,manual,,EXPLANATION,1774336329198,1774336332093,2505,0,0,0,0,0,1,,2026-03-24T07:12:12.243Z
2b2cf74e-7f4c-4c7a-a963-836f8cfadfe9,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence03,normal,manual,,APPLICATION,1774336332710,1774336336952,4008,0,0,0,0,0,1,,2026-03-24T07:12:17.030Z
b8fc25e3-8ed2-4d27-b3b1-af3ed7d27d52,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence04,normal,manual,,EVALUATION,1774336359479,1774336373595,13524,502,0,1,1,1,1,,2026-03-24T07:12:53.669Z
9566184a-8b35-41a2-a790-d339891d874f,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence05,normal,manual,,RESPONSIBILITY,1774336374008,1774336380301,6011,0,0,0,0,0,1,,2026-03-24T07:13:00.449Z
8cba3d63-67ce-45c6-b6c9-808fd4617379,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence01,normal,manual,,EXPLANATION,1774336384399,1774336390415,6011,0,0,0,0,0,1,,2026-03-24T07:13:10.650Z
dde56816-f86d-40c9-a5f6-4e20186df88e,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence02,normal,manual,,IMPLICATION,1774336391195,1774336397605,6013,0,0,0,0,0,1,,2026-03-24T07:13:17.725Z
15945fb2-3e39-44e2-8c72-6761a23c1bc1,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence03,normal,manual,,EVALUATION,1774336398236,1774336403728,5009,0,0,0,0,0,1,,2026-03-24T07:13:23.860Z
4d8fd5fa-172f-4b71-884b-a5ccf2c7f996,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence04,normal,manual,,RESPONSIBILITY,1774336404226,1774336405442,1002,0,0,0,0,0,1,,2026-03-24T07:13:25.639Z
ad11a0e4-1b39-4393-b1fd-24e6695e30fb,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence05,normal,manual,,IMPLICATION,1774336406107,1774336407323,1002,0,0,0,0,0,1,,2026-03-24T07:13:27.385Z
5847d152-d332-4903-81eb-2954a4a61758,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence01,normal,manual,,RESPONSIBILITY,1774336411774,1774336415361,3504,0,0,0,0,0,1,,2026-03-24T07:13:35.433Z
1c98644d-315a-4137-8a48-1f6e640e1003,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence02,normal,manual,,EVALUATION,1774336415931,1774336420071,4008,0,0,0,0,0,1,,2026-03-24T07:13:40.224Z
f87346bd-5cbf-436f-9848-8dbe1ff9e2fc,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence03,normal,manual,,EXPLANATION,1774336420619,1774336421218,501,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:13:41.304Z
a6b503bf-ef74-4ac7-b491-e190e31e16d7,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence04,normal,manual,,RESPONSIBILITY,1774336421637,1774336423715,2003,0,0,0,0,0,1,,2026-03-24T07:13:43.822Z
03c3aa39-db90-47fd-8586-8a2e2d49bc24,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence05,normal,manual,,RESPONSIBILITY,1774336424291,1774336427409,3003,0,0,0,0,0,1,,2026-03-24T07:13:47.563Z
719e0e90-ae7b-4582-af93-6e7b7b393759,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence01,normal,llm,prompt1,EXPLANATION,1774336454504,1774336454504,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:14:14.660Z
9986311f-24c8-43b4-94a5-2c4d755a6a13,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence03,normal,llm,prompt1,RESPONSIBILITY,1774336459644,1774336459644,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:14:19.776Z
52941aac-2ffc-4dca-bba1-1cb402120503,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence04,normal,llm,prompt1,APPLICATION,1774336463088,1774336463088,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:14:23.272Z
44281634-6b29-49a7-9420-054306a06ee8,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence05,normal,llm,prompt1,IMPLICATION,1774336469878,1774336469878,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:14:29.954Z
c97b75d0-3bdc-45d6-b7b0-1f70892aa682,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0001_sentence02,normal,llm,prompt1,EVALUATION,1774336474670,1774336474670,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:14:34.797Z
43e136df-40d0-44a6-b51b-d8059eeb9a03,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence01,normal,llm,prompt2,EXPLANATION,1774336509349,1774336509349,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:15:09.460Z
c2dd0c6e-1ac3-44d4-b0e8-a98eb9f7d826,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence02,normal,llm,prompt2,EVALUATION,1774336518651,1774336518651,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:15:18.729Z
43621958-bde9-43d1-b597-740b67ae41a3,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence03,normal,llm,prompt2,RESPONSIBILITY,1774336521013,1774336521013,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:15:21.091Z
604e2e59-fce6-4773-b7e2-492297fad0d8,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence04,normal,llm,prompt2,APPLICATION,1774336533378,1774336533378,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:15:33.492Z
c1eb607c-dfc3-40aa-b2e9-6da3ae1ed731,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0002_sentence05,normal,llm,prompt2,IMPLICATION,1774336540418,1774336540418,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:15:40.506Z
528dbff5-54c1-474c-8156-a9eede08eeda,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence01,normal,llm,prompt2,RESPONSIBILITY,1774336599181,1774336599181,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:16:39.266Z
4e1a87cd-062b-47b7-aef0-074ad08f9068,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence02,normal,llm,prompt2,EVALUATION,1774336612389,1774336612389,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:16:52.505Z
b0b50790-0a60-4dc1-b5c3-bc55152f5ab4,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence03,normal,llm,prompt2,RESPONSIBILITY,1774336618514,1774336618514,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:16:58.620Z
f165c6cb-f617-4b41-a7d6-e9487241ef5a,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence04,normal,llm,prompt2,APPLICATION,1774336619846,1774336619846,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:16:59.929Z
fa579204-c816-4437-929b-032f0373043a,101dbee7-9de2-45d9-aac5-d221bcdce80d,essay0003_sentence05,normal,llm,prompt2,RESPONSIBILITY,1774336648682,1774336648682,0,0,0,0,0,0,0,active_ms_too_low,2026-03-24T07:17:28.769Z
